Date,SIBT,ALDT,AIBT,Flight In,A/C Type,Flight Out,SOBT,AOBT,ATOT,Original Bay,Original Gate,Final Bay,Bay History 1,Bay Reason 1,Gate History 1,Gate Reason 1,Bay History 2,Bay Reason 2,Gate History 2,Gate Reason 2,Bay History 3,Bay Reason 3,Gate History 3,Gate Reason 3,Bay History 4,Bay Reason 4,Gate History 4,Gate Reason 4,Bay History 5,Bay Reason 5,Gate History 5,Gate Reason 5
3/15/2026,08:40/15,,,WY 833,7M8,WY 834,09:55/15,,,10,15,15,15,Stand Occ,15,,,,,,,,,,,,,,,,,
3/15/2026,08:55/15,,,FD 3034,32N,FD 3035,09:40/15,,,7,8,8,8,Stand Occ,8,,,,,,,,,,,,,,,,,
3/15/2026,09:00/15,,,AY 151,359,AY 152,10:45/15,,,9,10,10,10,Stand Occ,10,,,,,,,,,,,,,,,,,
3/15/2026,09:10/15,,,TG 201,320,TG 202,09:50/15,,,5,07I,7,7,Stand Occ,07I,,,,,,,,,,,,,,,,,
3/15/2026,09:20/15,,,AF 156,77W,AF 157,11:55/15,,,8,9,9,9,Stand Occ,9,,,,,,,,,,,,,,,,,
3/15/2026,09:35/15,,,PG 271,320,PG 272,10:15/15,,,3,83I,3,5,Contact Avail,05I,,3,Stand Occ,83I,,,,,,,,,,,,,
3/15/2026,09:50/15,,,MH 786,7M8,MH 787,10:30/15,,,16,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/15/2026,09:55/15,,,TR 678,32Q,TR 679,10:55/15,,,39,12,12,12,Contact Avail,12,,,,,,,,,,,,,,,,,
3/15/2026,10:05/15,,,6E 1071,32Q,6E 1072,11:05/15,,,15,82I,34R,34R,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/15/2026,10:20/15,,,SU 284,77W,SU 285,12:10/15,,,10,8,8,9,Stand Occ,9,,8,Stand Occ,8,,,,,,,,,,,,,
3/15/2026,10:40/15,,,DV 5202,763,DV 5204,12:15/15,,,38,81I,16,16,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/15/2026,11:00/15,,,AK 832,320,AK 833,11:30/15,,,12,82I,39,39,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/15/2026,11:15/15,,,FD 3029,320,FD 3030,11:45/15,,,3,07I,7,7,Contact Avail,07I,,,,,,,,,,,,,,,,,
3/15/2026,11:20/15,,,CX 787,321,CX 770,12:20/15,,,9,10I,10,10,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/15/2026,11:30/15,,,6E 1073,32Q,6E 1074,12:35/15,,,15,83I,38,38,Stand Occ,83I,,,,,,,,,,,,,,,,,
3/15/2026,11:35/15,,,6E 1087,32Q,6E 1088,12:35/15,,,16,82I,34L,34L,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/15/2026,11:40/15,,,IX 938,7M8,IX 937,12:40/15,,,39,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/15/2026,12:00/15,,,PG 275,319,PG 276,12:45/15,,,7,04I,4,4,Stand Occ,04I,,,,,,,,,,,,,,,,,
3/15/2026,12:30/15,,,OD 540,738,OD 541,13:20/15,,,35,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/15/2026,12:35/15,,,6B 371,787,6B 372,14:35/15,,,09I,10I,9,9,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/15/2026,12:50/15,,,CA 413,320,CA 414,14:00/15,,,34L,10I,10,10,Contact Avail,10I,,,,,,,,,,,,,,,,,
3/15/2026,12:50/15,,,VZ 414,320,VZ 417,13:25/15,,,4,07D,7,7,Stand Occ,07D,,,,,,,,,,,,,,,,,
3/15/2026,13:00/15,,,AK 824,320,AK 825,13:35/15,,,15,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/15/2026,13:10/15,,,6B 729,789,6B 730,15:15/15,,,9,12,12,10,Stand Occ,10I,,12,Stand Occ,12,,,,,,,,,,,,,
3/15/2026,13:15/15,,,9C 8521,32N,9C 8522,14:15/15,,,39,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/15/2026,13:15/15,,,JQ 071,32B,JQ 072,14:45/15,,,12,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/15/2026,13:25/15,,,AK 1820,32N,AK 1821,13:50/15,,,40,10I,10,10,Contact Avail,10I,,,,,,,,,,,,,,,,,
3/15/2026,14:50/15,,,HX 741,320,HX 742,15:55/15,,,37,09I,9,9,Contact Avail,09I,,,,,,,,,,,,,,,,,
3/15/2026,15:35/15,,,QP 623,738,QP 624,17:00/15,,,12,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/15/2026,15:50/15,,,FD 4112,320,FD 4113,16:20/15,,,5,84D,1,1,Stand Occ,84D,,,,,,,,,,,,,,,,,
3/15/2026,15:50/15,,,TK 172,333,TK 173,22:25/15,,,8,09I,34>09 2040,34,Stand Occ,81I,,08 > 34,Others,81I,,34 > 09 @ 2040,Others,09I,,,,,,,,,
3/15/2026,16:15/15,,,FD 3093,320,FD 3094,16:50/15,,,1,05D,5,5,Contact Avail,05D,,,,,,,,,,,,,,,,,
3/15/2026,16:25/15,,,CZ 6063,320,CZ 6064,17:25/15,,,15,83I,16,16,Stand Occ,83I,,,,,,,,,,,,,,,,,
3/15/2026,16:30/15,,,CA 821,333,CA 822,18:25/15,,,14,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/15/2026,16:35/15,,,AK 820,320,AK 821,17:05/15,,,16,84I,38,38,Stand Occ,84I,Gate Congestion,,,,,,,,,,,,,,,,
3/15/2026,17:35/15,,,CX 773,333,CX 778,18:35/15,,,12,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/15/2026,17:40/15,,,3U 3931,320,3U 3932,18:50/15,,,37,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/15/2026,18:10/15,,,FD 4122,320,FD 3167,18:55/15,,,1,06D,6,6,Contact Avail,06D,,,,,,,,,,,,,,,,,
3/15/2026,18:10/15,,,WY 831,738,WY 832,19:10/15,,,15,82I,37,37,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/15/2026,18:30/15,,,AK 826,320,AK 827,19:10/15,,,11,83I,39,39,Stand Occ,83I,,,,,,,,,,,,,,,,,
3/15/2026,18:40/15,,,QZ 246,320,QZ 247,19:30/15,,,8,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/15/2026,18:45/15,,,MU 5093,73G,MU 5094,19:45/15,,,38,83I,11,11,Contact Avail,83I,,,,,,,,,,,,,,,,,
3/15/2026,18:45/15,,,TG 217,320,TG 218,19:25/15,,,6,08I,8,8,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/15/2026,19:25/15,,,SQ 740,7M8,SQ 739,20:15/15,,,12,11,11,11,Stand Occ,11,,,,,,,,,,,,,,,,,
3/15/2026,20:10/15,,,FD 3027,320,FD 3028,20:45/15,,,3,05D,5,5,Contact Avail,05D,,,,,,,,,,,,,,,,,
3/15/2026,20:10/15,,,VZ 2304,320,VZ 2305,20:40/15,,,5,07I,7,7,Stand Occ,07I,Gate Congestion,,,,,,,,,,,,,,,,
3/15/2026,20:55/15,,,SL 764,738,SL 765,22:05/15,,,7,08D,8,8,Stand Occ,08D,,,,,,,,,,,,,,,,,
3/15/2026,21:05/15,,,6E 1081,32Q,6E 1082,22:05/15,,,15,15,14,14,Stand Occ,15,,,,,,,,,,,,,,,,,
3/15/2026,21:05/15,,,DD 534,738,DD 535,21:40/15,,,9,05D,5,5,Stand Occ,05D,,,,,,,,,,,,,,,,,
3/15/2026,21:10/15,,,PG 279,319,PG 280,21:50/15,,,5,04I,4,4,Stand Occ,04I,,,,,,,,,,,,,,,,,
3/15/2026,21:20/15,,,CA 797,738,CA 798,22:35/15,,,37,82I,15,15,Contact Avail,82I,,,,,,,,,,,,,,,,,
3/15/2026,21:35/15,,,OZ 747,333,OZ 748,22:55/15,,,14,14,12,12,Stand Occ,14,,,,,,,,,,,,,,,,,
3/15/2026,21:45/15,,,6E 1089,32Q,6E 1090,22:50/15,,,39,84I,16,16,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/15/2026,22:00/15,,,FM 857,7M8,FM 858,23:05/15,,,16,82I,37,37,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/15/2026,22:10/15,,,HO 1369,320,HO 1370,23:25/15,,,11,83I,35,35,Stand Occ,83I,,,,,,,,,,,,,,,,,
3/15/2026,22:10/15,,,KE 677,789,KE 678,23:40/15,,,12,12,14,14,Stand Occ,12,,,,,,,,,,,,,,,,,
3/15/2026,22:15/15,,,FD 3013,320,FD 196,23:20/15,,,6,06I,6,,,,Gate Congestion,,,,,,,,,,,,,,,,
3/15/2026,22:40/15,,,FD 3015,320,FD 3016,23:10/15,,,3,81I,3,,,81I,Gate Congestion,,,,,,,,,,,,,,,,
3/15/2026,22:45/15,,,FM 831,7M8,FM 832,00:05/16,,,15,82I,39,39,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/15/2026,16:30/15,,,CA 821,333,CA 822,18:25/15,,,14,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/16/2026,07:30/16,,,KC 593,32Q,KC 594,08:30/16,,,15,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/16/2026,07:40/16,,,WY 833,7M8,WY 834,08:50/16,,,38,82I,39,39,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/16/2026,07:50/16,,,SQ 724,7M8,SQ 723,08:40/16,,,12,15,15,15,Stand Occ,15,,,,,,,,,,,,,,,,,
3/16/2026,09:00/16,,,AY 151,359,AY 152,10:45/16,,,11,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/16/2026,09:15/16,,,SQ 726,7M8,SQ 725,10:05/16,,,12,11,11,11,Stand Occ,11,,,,,,,,,,,,,,,,,
3/16/2026,09:25/16,,,TG 203,320,TG 204,10:25/16,,,7,07I,6,6,Stand Occ,07I,,,,,,,,,,,,,,,,,
3/16/2026,09:45/16,,,FD 3037,320,FD 3161,10:15/16,,,6,06D,5,5,Stand Occ,06D,,,,,,,,,,,,,,,,,
3/16/2026,09:50/16,,,MH 786,7M8,MH 787,10:30/16,,,39,08I,8,8,Contact Avail,08I,,,,,,,,,,,,,,,,,
3/16/2026,10:05/16,,,6E 1071,32Q,6E 1072,11:05/16,,,35,83I,11,11,Contact Avail,83I,,,,,,,,,,,,,,,,,
3/16/2026,10:10/16,,,SQ 728,7M8,SQ 727,11:05/16,,,8,08I,7,7,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/16/2026,10:15/16,,,UO 724,321,UO 725,11:00/16,,,40,84I,1,1,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/16/2026,10:40/16,,,DV 5248,7M9,DV 5243,12:35/16,,,10,81I,35,35,Stand Occ,83I,,,,81I,Gate Congestion,,,,,,,,,,,,
3/16/2026,11:20/16,,,CX 787,32Q,CX 770,12:20/16,,,15,15,10,10,Stand Occ,15,,,,,,,,,,,,,,,,,
3/16/2026,11:25/16,,,WK 050,343,WK 051,13:05/16,,,11,11I,9,9,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/16/2026,11:30/16,,,6E 1073,32Q,6E 1074,12:35/16,,,39,82I,39,,,82I,Gate Congestion,,,,,,,,,,,,,,,,
3/16/2026,11:40/16,,,IX 938,7M8,IX 937,12:40/16,,,40,84I,40,,,84I,Gate Congestion,,,,,,,,,,,,,,,,
3/16/2026,12:30/16,,,6E 1077,32N,6E 1076,13:30/16,,,9,09I,11,11,Stand Occ,09I,,,,,,,,,,,,,,,,,
3/16/2026,12:50/16,,,CA 413,32Q,CA 414,14:00/16,,,37,84I,37,,,84I,Gate Congestion,,,,,,,,,,,,,,,,
3/16/2026,13:35/16,,,SL 756,739,SL 757,14:25/16,,,3,04I,4,4,Contact Avail,04I,Gate Congestion,,,,,,,,,,,,,,,,
3/16/2026,14:05/16,,,SQ 732,7M8,SQ 731,14:55/16,,,10,10I,12,12,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/16/2026,14:20/16,,,EO 3523,772,EO 3520,16:20/16,,,9,09I,10,10,Stand Occ,09I,,,,,,,,,,,,,,,,,
3/16/2026,14:55/16,,,FY 3600,738,FY 3601,15:55/16,,,11,83I,40,40,Stand Occ,83I,,,,,,,,,,,,,,,,,
3/16/2026,15:10/16,,,AK 822,320,AK 823,15:40/16,,,12,12,11,11,Stand Occ,12,,,,,,,,,,,,,,,,,
3/16/2026,15:35/16,,,CA 717,320,CA 718,17:00/16,,,10,10I,9,9,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/16/2026,16:30/16,,,TG 215,320,TG 216,17:10/16,,,8,08I,6,6,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/16/2026,16:40/16,,,FD 3017,32Q,FD 3018,17:25/16,,,6,06I,8,8,Stand Occ,06I,,,,,,,,,,,,,,,,,
3/16/2026,17:00/16,,,VZ 306,738,VZ 307,17:30/16,,,3,06D,6,6,Contact Avail,06D,,,,,,,,,,,,,,,,,
3/16/2026,17:10/16,,,SQ 736,7M8,SQ 735,18:00/16,,,14,14,10,10,Stand Occ,14,,,,,,,,,,,,,,,,,
3/16/2026,17:35/16,,,CX 773,333,CX 778,18:35/16,,,10,10I,14,14,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/16/2026,17:35/16,,,MH 790,738,MH 791,18:20/16,,,37,83I,8,8,Contact Avail,83I,,,,,,,,,,,,,,,,,
3/16/2026,18:05/16,,,6B 403,789,6B 404,20:20/16,,,9,09I,10,10,Stand Occ,09I,,,,,,,,,,,,,,,,,
3/16/2026,18:45/16,,,TG 217,320,TG 218,19:25/16,,,8,08I,9,9,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/16/2026,19:15/16,,,FD 3009,32Q,FD 3010,20:00/16,,,7,07I,5,5,Stand Occ,07I,,,,,,,,,,,,,,,,,
3/16/2026,19:30/16,,,AI 2376,32N,AI 2377,20:30/16,,,12,12,15,15,Stand Occ,12,,,,,,,,,,,,,,,,,
3/16/2026,19:55/16,,,FD 4114,320,FD 4115,20:25/16,,,5,05D,7,7,Stand Occ,05D,,,,,,,,,,,,,,,,,
3/16/2026,20:05/16,,,JQ 027,788,JQ 028,21:45/16,,,14,14,12,12,Stand Occ,14,,,,,,,,,,,,,,,,,
3/16/2026,20:10/16,,,FD 3027,320,FD 3028,20:45/16,,,6,06I,10,5,Stand Occ,06I,,10,Stand Occ,06I,,,,,,,,,,,,,
3/16/2026,20:50/16,,,VZ 308,320,VZ 309,21:30/16,,,7,07I,8,8,Stand Occ,07I,,,,,,,,,,,,,,,,,
3/16/2026,21:05/16,,,6E 1081,32Q,6E 1082,22:05/16,,,11,84I,38,38,Stand Occ,82I,,,,84I,Gate Congestion,,,,,,,,,,,,
3/16/2026,21:10/16,,,PG 279,319,PG 280,21:50/16,,,8,08I,6,6,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/16/2026,21:20/16,,,FD 3031,32Q,FD 3032,21:55/16,,,6,06I,8,8,Stand Occ,06I,,,,,,,,,,,,,,,,,
3/16/2026,21:40/16,,,9C 8757,320,9C 8758,22:45/16,,,38,81I,34L,34L,Stand Occ,81I,,,,,,,,,,,,,,,,,
3/16/2026,21:50/16,,,FD 4419,320,FD 4420,22:20/16,,,4,04D,7,7,Stand Occ,04D,,,,,,,,,,,,,,,,,
3/16/2026,22:00/16,,,FM 857,7M8,FM 858,23:05/16,,,35,84I,16,16,Stand Occ,84I,,,,,,,,,,,,,,,,,
3/16/2026,22:10/16,,,HO 1369,320,HO 1370,23:25/16,,,39,82I,34R,34R,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/16/2026,22:10/16,,,KE 677,333,KE 678,23:40/16,,,14,14,11,11,Stand Occ,14,,,,,,,,,,,,,,,,,
3/16/2026,22:45/16,,,FM 831,7M8,FM 832,00:05/17,,,11,11I,14,14,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/17/2026,07:40/17,,,BY 104,788,BY 105,09:40/17,,,34,84I,9,9,A/L REQ,84I,Follow Bay Change,,,,,,,,,,,,,,,,
3/17/2026,08:45/17,,,FD 3034,320,FD 3035,09:20/17,,,8,84D,2,2,Stand Occ,08I,,,,84D,Gate Congestion,,,,,,,,,,,,
3/17/2026,08:50/17,,,SU 278,77W,SU 279,11:10/17,,,9,81I,31,31,A/L REQ,81I,Follow Bay Change,,,,,,,,,,,,,,,,
3/17/2026,09:15/17,,,SQ 726,7M8,SQ 725,10:05/17,,,40,14,14,14,Contact Avail,14,,,,,,,,,,,,,,,,,
3/17/2026,09:25/17,,,AF 156,77W,AF 157,11:55/17,,,14,14,8,8,Stand Occ,14,,,,,,,,,,,,,,,,,
3/17/2026,10:05/17,,,6E 1071,32Q,6E 1072,11:05/17,,,15,84,40,14,Stand Occ,15,,40,Stand Occ,84,,,,,,,,,,,,,
3/17/2026,10:10/17,,,SQ 728,7M8,SQ 727,11:05/17,,,38,15,15,15,Contact Avail,81I,Gate Congestion,,,,,,,,,,,,,,,,
3/17/2026,10:15/17,,,UO 724,321,UO 725,11:00/17,,,37,83I,15,15,Contact Avail,83I,,,,,,,,,,,,,,,,,
3/17/2026,10:20/17,,,SU 284,77W,SU 285,12:10/17,,,8,08I,9,9,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/17/2026,10:40/17,,,SU 626,333,SU 629,12:35/17,,,32,12,12,12,Contact Avail,83I,Gate Congestion,,,,,,,,,,,,,,,,
3/17/2026,10:50/17,,,AK 832,320,AK 833,11:30/17,,,11,11I,10,10,Stand Occ,11I,,,,,,,,,,,,,,,,,
3/17/2026,11:20/17,,,CX 787,333,CX 770,12:20/17,,,12,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/17/2026,11:30/17,,,6E 1073,32Q,6E 1074,12:35/17,,,10,10I,11,11,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/17/2026,11:50/17,,,VZ 304,321,VZ 305,12:25/17,,,7,8,8,8,Stand Occ,8,,,,,,,,,,,,,,,,,
3/17/2026,12:00/17,,,PG 275,319,PG 276,12:45/17,,,6,7,7,7,,7,,,,,,,,,,,,,,,,,
3/17/2026,12:05/17,,,EK 378,77W,EK 379,19:05/17,,,9,11,11,11,Stand Occ,11,,,,,,,,,,,,,,,,,
3/17/2026,12:25/17,,,SU 276,77W,SU 277,14:30/17,,,14,11,10,11,Stand Occ,11,,10,Stand Occ,11,,,,,,,,,,,,,
3/17/2026,12:30/17,,,6E 1077,32N,6E 1076,13:30/17,,,16,82,16,14,Contact Avail,14,,16,Stand Occ,82,,,,,,,,,,,,,
3/17/2026,12:50/17,,,FD 3091,320,FD 3092,13:20/17,,,3,84I,9,9,Contact Avail,84I,,,,,,,,,,,,,,,,,
3/17/2026,13:10/17,,,VJ 809,321,VJ 808,14:10/17,,,10,83,35,35,Stand Occ,83,,,,,,,,,,,,,,,,,
3/17/2026,13:15/17,,,JQ 071,32Q,JQ 072,14:45/17,,,38,83I,14,14,Contact Avail,83I,,,,,,,,,,,,,,,,,
3/17/2026,13:35/17,,,DV 5242,7M9,DV 5249,14:55/17,,,35,84,38,38,Stand Occ,82I,,,,84,Gate Congestion,,,,,,,,,,,,
3/17/2026,14:10/17,,,FD 3005,320,FD 3006,14:40/17,,,8,6,6,5,Stand Occ,5,,6,Stand Occ,6,,,,,,,,,,,,,
3/17/2026,15:35/17,,,QP 623,7M8,QP 624,17:00/17,,,11,82,16,16,Fac INOP,82,,,,,,,,,,,,,,,,,
3/17/2026,15:40/17,,,VZ 2300,320,VZ 2301,16:10/17,,,6,4,4,4,Stand Occ,4,,,,,,,,,,,,,,,,,
3/17/2026,15:50/17,,,TK 172,333,TK 173,22:25/17,,,34,83I,34 >12 @ 2030,11 > 34 @ 1750,Others,83I,,34 > 12 @ 2030,Others,83I,,,,,,,,,,,,,
3/17/2026,17:00/17,,,VZ 306,738,VZ 307,17:30/17,,,2,6,7,6,Contact Avail,6,,7,Stand Occ,6,,,,,,,,,,,,,
3/17/2026,17:35/17,,,MH 790,738,MH 791,18:20/17,,,11,8,8,15,Cons. Chg,15,,8,Stand Occ,8,,,,,,,,,,,,,
3/17/2026,17:40/17,,,DD 530,738,DD 531,18:20/17,,,7,07D,6,6,Stand Occ,07D,,,,,,,,,,,,,,,,,
3/17/2026,17:50/17,,,SL 760,738,SL 761,18:40/17,,,8,4,4,5,Stand Occ,5,,4,Stand Occ,4,,,,,,,,,,,,,
3/17/2026,18:35/17,,,MU 5093,738,MU 5094,19:35/17,,,39,9,9,9,Contact Avail,9,,,,,,,,,,,,,,,,,
3/17/2026,20:00/17,,,TG 221,32Q,TG 222,20:40/17,,,9,09I,8,8,Stand Occ,09I,,,,,,,,,,,,,,,,,
3/17/2026,20:10/17,,,VZ 2304,321,VZ 2305,20:40/17,,,6,06I,9,9,Stand Occ,06I,,,,,,,,,,,,,,,,,
3/17/2026,21:05/17,,,6E 1081,32Q,6E 1082,22:05/17,,,11,81,40,40,Stand Occ,81,,,,,,,,,,,,,,,,,
3/17/2026,21:10/17,,,PG 279,319,PG 280,21:50/17,,,7,07I,4,4,Stand Occ,07I,,,,,,,,,,,,,,,,,
3/17/2026,21:20/17,,,FD 3031,32Q,FD 3032,21:55/17,,,4,7,7,7,Stand Occ,7,,,,,,,,,,,,,,,,,
3/17/2026,21:45/17,,,6E 1089,32Q,6E 1090,22:50/17,,,12,82,38,38,Stand Occ,82,,,,,,,,,,,,,,,,,
3/17/2026,21:50/17,,,FD 4419,320,FD 4420,22:20/17,,,5,05D,6,6,Stand Occ,05D,,,,,,,,,,,,,,,,,
3/17/2026,22:00/17,,,FD 3013,320,FD 192,23:40/17,,,1,81i,1,,,81I,Gate Congestion,,,,,,,,,,,,,,,,
3/17/2026,22:10/17,,,HO 1369,321,HO 1370,23:25/17,,,38,82I,34R,12,Contact Avail,12,,34R,Stand Occ,12,,,,82I,Gate Congestion,,,,,,,,
3/17/2026,22:40/17,,,FD 3015,320,FD 3016,23:10/17,,,4,4,9,8,Stand Occ,84,Gate Congestion,9,Stand Occ,4,,,,4,,,,,,,,,
3/18/2026,07:45/18,,,SU 638,77W,SU 637,09:30/18,,,12,84I,10,34,,84I,Gate Congestion,10,Contact Avail,84I,Gate Congestion,,,84I,,,,,,,,,
3/18/2026,07:55/18,,,SU 278,77W,SU 279,11:25/18,,,32,83I,9,9,Stand Occ,,Gate Congestion,,,,,,,,,,,,,,,,
3/18/2026,08:10/18,,,DE 2368,339,DE 2369,10:10/18,,,9,12,12,12,Stand Occ,12,,,,,,,,,,,,,,,,,
3/18/2026,08:35/18,,,BY 086,788,BY 087,10:40/18,,,10,81I,32,32,,83I,Gate Congestion,,,83I,Gate Congestion,,,81I,Gate Congestion,,,,,,,,
3/18/2026,09:15/18,,,SQ 726,7M8,SQ 725,10:05/18,,,16,10I,8,10,Contact Avail,10I,,8,Stand Occ,10I,,,,,,,,,,,,,
3/18/2026,09:35/18,,,PG 271,320,PG 272,10:15/18,,,8,08I,6,6,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/18/2026,09:50/18,,,MH 786,738,MH 787,10:30/18,,,12,82,16,16,,82,,,,,,,,,,,,,,,,,
3/18/2026,10:05/18,,,6E 1071,32Q,6E 1072,11:05/18,,,15,82,38,38,Stand Occ,82,,,,,,,,,,,,,,,,,
3/18/2026,10:10/18,,,SQ 728,7M8,SQ 727,11:05/18,,,38,82I,15,15,Contact Avail,82I,,,,,,,,,,,,,,,,,
3/18/2026,10:15/18,,,UO 724,321,UO 725,11:00/18,,,35,10I,14,10,Contact Avail,10I,,14,Stand Occ,10I,,,,,,,,,,,,,
3/18/2026,10:20/18,,,SU 284,77W,SU 285,12:25/18,,,14,82I,34,34,Stand Occ,82I,,,,,,,,,,,,,,,,,
3/18/2026,11:20/18,,,CX 787,32Q,CX 770,12:20/18,,,11,9,9,9,Stand Occ,9,,,,,,,,,,,,,,,,,
3/18/2026,11:30/18,,,6E 1073,32Q,6E 1074,12:35/18,,,10,10I,15,15,Stand Occ,10I,,,,,,,,,,,,,,,,,
3/18/2026,11:35/18,,,6E 1087,32N,6E 1088,12:35/18,,,15,15,12,12,Stand Occ,15,,,,,,,,,,,,,,,,,
3/18/2026,11:40/18,,,IX 938,7M8,IX 937,12:40/18,,,39,11,11,14,Contact Avail,14,,11,Stand Occ,11,,,,,,,,,,,,,
3/18/2026,11:50/18,,,VZ 304,321,VZ 305,12:25/18,,,9,09D,4,4,Stand Occ,09D,,,,,,,,,,,,,,,,,
3/18/2026,12:05/18,,,EK 378D,77W,EK 379,19:05/18,,,34,81I,14,14,Contact Avail,81I,,,,,,,,,,,,,,,,,
3/18/2026,12:20/18,,,LY 087,777,LY 062,00:05/19,,,31,83I,34>8 @ 2200,34,Stand Occ,83I,,34 > 8 @ 2200,Others,83I,,,,,,,,,,,,,
3/18/2026,12:30/18,,,6E 1077,32N,6E 1076,13:30/18,,,16,83I,38,38,Stand Occ,83I,,,,,,,,,,,,,,,,,
3/18/2026,12:30/18,,,OD 540,7M8,OD 541,13:20/18,,,12,82,37,37,Stand Occ,82,,,,,,,,,,,,,,,,,
3/18/2026,12:40/18,,,AK 1820,320,AK 1821,13:10/18,,,11,83,39,39,Stand Occ,83,,,,,,,,,,,,,,,,,
3/18/2026,12:50/18,,,CA 413,32Q,CA 414,14:00/18,,,14,14,15,15,Stand Occ,14,,,,,,,,,,,,,,,,,
3/18/2026,12:50/18,,,FD 3091,32Q,FD 3092,13:20/18,,,1,7,7,7,Contact Avail,7,,,,,,,,,,,,,,,,,
3/18/2026,13:05/18,,,VZ 401,321,VZ 303,13:40/18,,,7,5,5,5,Stand Occ,5,,,,,,,,,,,,,,,,,
3/18/2026,13:10/18,,,VJ 809,321,VJ 808,14:10/18,,,15,15,10,10,Stand Occ,15,,,,,,,,,,,,,,,,,
3/18/2026,13:15/18,,,9C 8521,320,9C 8522,14:15/18,,,10,11,11,11,Stand Occ,11,,,,,,,,,,,,,,,,,
3/18/2026,13:15/18,,,SU 570,333,SU 571,15:15/18,,,9,14,14,14,Stand Occ,14,,,,,,,,,,,,,,,,,
3/18/2026,13:35/18,,,SL 756,739,SL 757,14:25/18,,,5,05I,8,8,Stand Occ,05I,,,,,,,,,,,,,,,,,
3/18/2026,13:45/18,,,FD 4110,320,FD 4111,14:20/18,,,6,06D,4,4,Stand Occ,06D,,,,,,,,,,,,,,,,,
3/18/2026,13:55/18,,,FY 3600,738,FY 3601,14:35/18,,,12,12,15,15,Stand Occ,12,,,,,,,,,,,,,,,,,
3/18/2026,14:05/18,,,SQ 732,7M8,SQ 731,14:55/18,,,8,08I,9,9,Stand Occ,08I,,,,,,,,,,,,,,,,,
3/18/2026,14:25/18,,,TR 664,32Q,TR 665,15:25/18,,,14,14,12,12,Stand Occ,14,,,,,,,,,,,,,,,,,
3/18/2026,14:50/18,,,FD 3162,320,FD 3602,15:20/18,,,2,4,4,4,Contact Avail,4,,,,,,,,,,,,,,,,,
3/18/2026,14:55/18,,,SU 660,32Q,SU 661,18:00/18,,,15,83,16,16,Stand Occ,83,,,,,,,,,,,,,,,,,
3/18/2026,15:10/18,,,AK 822,320,AK 823,15:40/18,,,12,12,11,11,Stand Occ,12,,,,,,,,,,,,,,,,,
3/18/2026,15:35/18,,,QP 623,7M8,QP 624,17:00/18,,,16,15,15,15,Contact Avail,15,,,,,,,,,,,,,,,,,
3/18/2026,15:50/18,,,TK 172,333,TK 173,22:25/18,,,32,82I,31>10 @ 2010,34,Stand Occ,82I,Gate Congestion,31,Stand Occ,82I,,31 > 10 @ 2010,Others,82I,,,,,,,,,
